time,seconds_elapsed,z,y,x
1751389806688134000,0.0181337890625,-0.1963348388671875,0.9266815185546875,0.2761688232421875
1751389806698178800,0.0281787109375,-0.18060302734375,0.9317169189453125,0.2726593017578125
1751389806708224800,0.038224853515625,-0.17742919921875,0.9336395263671875,0.2718353271484375
1751389806718270000,0.04827001953125,-0.143585205078125,0.9321441650390625,0.2962188720703125
1751389806728316000,0.05831591796875,-0.112152099609375,0.9363555908203125,0.31689453125
1751389806738360800,0.06836083984375,-0.0924530029296875,0.931396484375,0.331512451171875
1751389806748406800,0.07840673828125,-0.0766143798828125,0.9154815673828125,0.3498077392578125
1751389806758452000,0.088451904296875,-0.070892333984375,0.9131317138671875,0.37005615234375
1751389806768498000,0.098497802734375,-0.0741729736328125,0.9141998291015625,0.3694915771484375
1751389806778543900,0.1085439453125,-0.090576171875,0.9315338134765625,0.3662109375
1751389806788589000,0.118589111328125,-0.153167724609375,0.9578857421875,0.34552001953125
1751389806798634800,0.128634765625,-0.201995849609375,0.9824981689453125,0.348388671875
1751389806808680000,0.138679931640625,-0.222747802734375,0.987640380859375,0.3197479248046875
1751389806818726000,0.148725830078125,-0.2002410888671875,0.96844482421875,0.301116943359375
1751389806828770800,0.158770751953125,-0.162109375,0.944183349609375,0.300506591796875
1751389806838816800,0.168816650390625,-0.13677978515625,0.9155120849609375,0.2991180419921875
1751389806848862000,0.178862060546875,-0.1060638427734375,0.8926849365234375,0.3017730712890625
1751389806858908000,0.188907958984375,-0.1027679443359375,0.885498046875,0.31329345703125
1751389806868953000,0.198953125,-0.101043701171875,0.885650634765625,0.314483642578125
1751389806878998000,0.208998046875,-0.10821533203125,0.90826416015625,0.31103515625
1751389806889044000,0.2190439453125,-0.112548828125,0.9290313720703125,0.326324462890625
1751389806899089200,0.229089111328125,-0.104583740234375,0.94696044921875,0.372894287109375
1751389806909135000,0.239135009765625,-0.0892181396484375,0.9368438720703125,0.4037933349609375
1751389806919180000,0.249179931640625,-0.06927490234375,0.9114990234375,0.402008056640625
1751389806929226000,0.25922607421875,-0.0527801513671875,0.90606689453125,0.3677215576171875
1751389806939271000,0.26927099609375,-0.04034423828125,0.9183502197265625,0.268157958984375
1751389806949316900,0.27931689453125,-0.045684814453125,0.9188995361328125,0.2885589599609375
1751389806959362000,0.289362060546875,-0.056396484375,0.8648681640625,0.371307373046875
1751389806969408000,0.299407958984375,-0.071441650390625,0.865447998046875,0.2365570068359375
1751389806979453200,0.309453125,-0.080291748046875,0.8833770751953125,0.19757080078125
1751389806989499100,0.3194990234375,-0.077239990234375,0.902557373046875,0.2245025634765625
1751389806999545000,0.329545166015625,-0.06219482421875,0.9060516357421875,0.2585296630859375
1751389807009590000,0.339590087890625,-0.0532989501953125,0.8897247314453125,0.2364501953125
1751389807019636000,0.349635986328125,-0.0631866455078125,0.830810546875,0.1085968017578125
1751389807029681000,0.359680908203125,-0.0803985595703125,0.810211181640625,0.0041046142578125
1751389807039726800,0.369726806640625,-0.081329345703125,0.8041534423828125,-0.036346435546875
1751389807049772000,0.37977197265625,-0.0154266357421875,0.706024169921875,-0.068328857421875
1751389807059818000,0.38981787109375,-0.03192138671875,0.7500762939453125,-0.054901123046875
1751389807069863200,0.39986328125,-0.0909576416015625,0.8714447021484375,-0.0532379150390625
1751389807079909000,0.4099091796875,-0.1136627197265625,0.99041748046875,-0.0361175537109375
1751389807089953800,0.419953857421875,-0.0985565185546875,1.096588134765625,-0.0116729736328125
1751389807100000000,0.43,-0.0506744384765625,1.1332244873046875,-0.017791748046875
1751389807110045000,0.440044921875,-0.0377960205078125,1.1533050537109375,0.0103912353515625
1751389807120091000,0.4500908203125,-0.0526123046875,1.274200439453125,0.1126708984375
1751389807130136000,0.460135986328125,-0.0761566162109375,1.3572235107421875,0.2286224365234375
1751389807140182000,0.47018212890625,-0.1570892333984375,1.432830810546875,0.3422088623046875
1751389807150228000,0.48022802734375,-0.1656646728515625,1.3503875732421875,0.3736114501953125
1751389807160273200,0.490273193359375,-0.170379638671875,1.226043701171875,0.3634033203125
1751389807170319000,0.500319091796875,-0.1641082763671875,1.0935821533203125,0.3244171142578125
1751389807180363800,0.51036376953125,-0.145721435546875,0.9965972900390625,0.2968292236328125
1751389807190410000,0.520409912109375,-0.1295928955078125,0.937774658203125,0.291290283203125
1751389807200455000,0.530454833984375,-0.0773162841796875,0.891021728515625,0.295684814453125
1751389807210500900,0.5405009765625,0.001129150390625,0.8546295166015625,0.2990264892578125
1751389807220546000,0.550546142578125,0.0746307373046875,0.8052215576171875,0.2808990478515625
1751389807230592000,0.560592041015625,0.1393890380859375,0.72705078125,0.2109375
1751389807240637200,0.57063720703125,0.13189697265625,0.6561737060546875,0.130889892578125
1751389807250683100,0.58068310546875,0.06451416015625,0.6252593994140625,0.095703125
1751389807260729000,0.59072900390625,0.0250701904296875,0.6529998779296875,0.09423828125
1751389807270774000,0.60077392578125,0.0007476806640625,0.690399169921875,0.0836639404296875
1751389807280820000,0.610820068359375,0.0012054443359375,0.7253265380859375,0.1113433837890625
1751389807290865000,0.620864990234375,0.00927734375,0.7602081298828125,0.155303955078125
1751389807300910800,0.630910888671875,0.0266571044921875,0.8003692626953125,0.1960906982421875
1751389807310956000,0.6409560546875,0.0499114990234375,0.83673095703125,0.248504638671875
1751389807321002000,0.651001953125,0.0748291015625,0.880706787109375,0.330841064453125
1751389807331047200,0.661047119140625,0.1038665771484375,0.9228973388671875,0.43438720703125
1751389807341093000,0.671093017578125,0.13323974609375,0.9577178955078125,0.51763916015625
1751389807351138000,0.681137939453125,0.165069580078125,0.98773193359375,0.5952606201171875
1751389807361184000,0.69118408203125,0.19744873046875,1.0142059326171875,0.6354217529296875
1751389807371229000,0.70122900390625,0.208221435546875,1.0302581787109375,0.6681671142578125
1751389807381275000,0.71127490234375,0.1904296875,1.027130126953125,0.68316650390625
1751389807391320800,0.72132080078125,0.1567535400390625,1.002899169921875,0.6799774169921875
1751389807401366000,0.731365966796875,0.13116455078125,0.949188232421875,0.659820556640625
1751389807411412000,0.741411865234375,0.1241455078125,0.8935089111328125,0.6404876708984375
1751389807421457200,0.75145703125,0.0930328369140625,0.8542022705078125,0.6399688720703125
1751389807431503000,0.761503173828125,0.03765869140625,0.8432769775390625,0.6259002685546875
1751389807441548000,0.771548095703125,-0.0264739990234375,0.8371124267578125,0.5962677001953125
1751389807451594200,0.78159423828125,-0.05767822265625,0.81304931640625,0.5913543701171875
1751389807461639000,0.791638916015625,-0.0452880859375,0.7821807861328125,0.5882720947265625
1751389807471684900,0.801684814453125,-0.02191162109375,0.7603759765625,0.55560302734375
1751389807481730000,0.81172998046875,-0.0143280029296875,0.7764434814453125,0.554931640625
1751389807491776000,0.82177587890625,-0.006561279296875,0.8174285888671875,0.5587158203125
1751389807501821000,0.831821044921875,-0.01910400390625,0.8605804443359375,0.5670013427734375
1751389807511867100,0.8418671875,-0.0361328125,0.8856048583984375,0.5635528564453125
1751389807521913000,0.8519130859375,-0.0423736572265625,0.896484375,0.559906005859375
1751389807531958000,0.8619580078125,-0.0355377197265625,0.902801513671875,0.5664215087890625
1751389807542004200,0.872004150390625,-0.018463134765625,0.904937744140625,0.568939208984375
1751389807552049000,0.882048828125,0.0079345703125,0.9077606201171875,0.5652008056640625
1751389807562094800,0.8920947265625,0.03997802734375,0.91070556640625,0.55096435546875
1751389807572140000,0.90214013671875,0.0652923583984375,0.912933349609375,0.5332183837890625
1751389807582186000,0.91218603515625,0.08502197265625,0.9146728515625,0.5147247314453125
1751389807592231000,0.92223095703125,0.1044464111328125,0.910369873046875,0.4971466064453125
1751389807602277000,0.932277099609375,0.1199493408203125,0.9056243896484375,0.484588623046875
1751389807612322000,0.942322021484375,0.1246490478515625,0.904632568359375,0.486846923828125
1751389807622368000,0.952367919921875,0.1299896240234375,0.9066619873046875,0.502044677734375
1751389807632414200,0.962414306640625,0.1345977783203125,0.9137115478515625,0.5319671630859375
1751389807642459000,0.972458984375,0.139404296875,0.9306488037109375,0.576141357421875
1751389807652504800,0.9825048828125,0.140289306640625,0.951934814453125,0.6199798583984375
1751389807662550000,0.992550048828125,0.134765625,0.9739837646484375,0.6487579345703125
1751389807672596000,1.002595947265625,0.1207122802734375,1.000274658203125,0.6714019775390625
1751389807682641200,1.01264111328125,0.1019744873046875,1.0185699462890625,0.6868896484375
1751389807692687000,1.02268701171875,0.082122802734375,1.0218353271484375,0.6969146728515625
1751389807702732000,1.03273193359375,0.065032958984375,1.0203704833984375,0.71630859375
1751389807712778000,1.042778076171875,0.047698974609375,1.02447509765625,0.7459259033203125
1751389807722823000,1.052822998046875,0.040740966796875,1.026153564453125,0.7625579833984375
1751389807732868900,1.062868896484375,0.0452728271484375,1.0195159912109375,0.753021240234375
1751389807742914800,1.072914794921875,0.0598297119140625,0.9950103759765625,0.727996826171875
1751389807752960000,1.0829599609375,0.0826263427734375,0.9511871337890625,0.71331787109375
1751389807763006000,1.093005859375,0.1034393310546875,0.8961334228515625,0.7126007080078125
1751389807773051100,1.103051025390625,0.0726165771484375,0.8207244873046875,0.7277679443359375
1751389807783097000,1.11309716796875,-0.324737548828125,0.6059722900390625,0.7320709228515625
1751389807793142000,1.12314208984375,-0.7916412353515625,0.4040374755859375,0.620880126953125
1751389807803188000,1.13318798828125,-0.3173675537109375,0.581329345703125,0.5221405029296875
1751389807813233000,1.14323291015625,0.0013275146484375,0.7521209716796875,0.5342864990234375
1751389807823278800,1.15327880859375,0.0110626220703125,0.830230712890625,0.5799407958984375
1751389807833324000,1.163323974609375,-0.01727294921875,0.8879852294921875,0.6166534423828125
1751389807843370000,1.173369873046875,-0.0301971435546875,0.94903564453125,0.628265380859375
1751389807853416000,1.183416015625,-0.049468994140625,1.0103607177734375,0.6212005615234375
1751389807863461000,1.193461181640625,-0.0616912841796875,1.0491790771484375,0.6069793701171875
